year,Topic,rate,rank,Rubric
2015,topic_5,98.9092139094,12.0,biznes
2016,topic_5,100.03763895320006,16.0,biznes
2017,topic_5,94.28724015845,9.0,biznes
2018,topic_5,0.8443729500000001,16.0,biznes
1999,topic_6,2.4161427615999997,9.0,biznes
2000,topic_6,3.416203907,15.0,biznes
2001,topic_6,3.2304908567000004,16.0,biznes
2002,topic_6,8.713940185806003,9.0,biznes
2003,topic_6,4.648377900200001,13.0,biznes
2004,topic_6,9.0550106239,14.0,biznes
2005,topic_6,24.09936574224998,13.0,biznes
2006,topic_6,19.102146076800008,16.0,biznes
2007,topic_6,21.33456116349999,10.0,biznes
2008,topic_6,25.176892087460008,10.0,biznes
2009,topic_6,21.3994703947,16.0,biznes
2010,topic_6,27.09989634457501,11.0,biznes
2011,topic_6,20.160472915500005,14.0,biznes
2012,topic_6,21.69212691905998,8.0,biznes
2013,topic_6,4.671811258,6.0,biznes
2014,topic_6,3.208375325999999,20.0,biznes
2015,topic_6,75.25509257470002,17.0,biznes
2016,topic_6,123.39632011600001,10.0,biznes
2017,topic_6,82.21204199088999,13.0,biznes
2018,topic_6,2.083755218,4.0,biznes
1999,topic_7,8.840966203,1.0,biznes
2000,topic_7,17.879604416999996,2.0,biznes
2001,topic_7,22.45514916300001,3.0,biznes
2002,topic_7,26.423609969620006,3.0,biznes
2003,topic_7,21.8602070401,2.0,biznes
2004,topic_7,30.610570092100005,3.0,biznes
2005,topic_7,50.58527437961996,5.0,biznes
2006,topic_7,54.279217538814976,5.0,biznes
2007,topic_7,24.122276014700002,6.0,biznes
2008,topic_7,22.57287242210001,12.0,biznes
2009,topic_7,38.102460433926,10.0,biznes
2010,topic_7,31.35099450685002,8.0,biznes
2011,topic_7,24.31662072220001,9.0,biznes
2012,topic_7,14.71857578013,13.0,biznes
2013,topic_7,3.101634135,11.0,biznes
2014,topic_7,10.262485587599997,10.0,biznes
2015,topic_7,134.26655813860012,6.0,biznes
2016,topic_7,172.22547377769348,5.0,biznes
2017,topic_7,157.8869432861697,2.0,biznes
2018,topic_7,1.524065597,7.0,biznes
1999,topic_8,1.0687498404999998,15.0,biznes
2000,topic_8,3.2542337639999994,16.0,biznes
2001,topic_8,7.2309988688,10.0,biznes
2002,topic_8,5.516532776299998,16.0,biznes
2003,topic_8,5.7793404803,12.0,biznes
2004,topic_8,9.856235293260003,13.0,biznes
2005,topic_8,10.431389391999996,18.0,biznes
2006,topic_8,16.030657897999998,19.0,biznes
2007,topic_8,20.392597270149995,13.0,biznes
2008,topic_8,50.53735258200001,2.0,biznes
2009,topic_8,42.299811255599984,6.0,biznes
2010,topic_8,41.03276849349998,5.0,biznes
2011,topic_8,39.05178539050002,3.0,biznes
2012,topic_8,21.584933914700006,9.0,biznes
2013,topic_8,1.9540396469999999,15.0,biznes
2014,topic_8,15.343516690800001,4.0,biznes
2015,topic_8,237.79274296676,1.0,biznes
2016,topic_8,107.96065878730008,13.0,biznes
2017,topic_8,77.34882774600003,14.0,biznes
2018,topic_8,2.3920652700000002,3.0,biznes
1999,topic_9,4.93944605,4.0,biznes
2000,topic_9,33.398053440999995,1.0,biznes
2001,topic_9,31.434619341530006,1.0,biznes
2002,topic_9,25.529293274999993,4.0,biznes
2003,topic_9,13.2592724542,5.0,biznes
2004,topic_9,27.62859327010001,4.0,biznes
2005,topic_9,73.10205241665994,3.0,biznes
2006,topic_9,82.73028010460001,1.0,biznes
2007,topic_9,73.49136038480003,1.0,biznes
2008,topic_9,67.95793512865,1.0,biznes
2009,topic_9,70.73527558049999,1.0,biznes
2010,topic_9,54.463058850649965,4.0,biznes
2011,topic_9,47.671962259159976,2.0,biznes
2012,topic_9,31.568342485699997,3.0,biznes
2013,topic_9,3.219771462,10.0,biznes
2014,topic_9,17.986332529240002,2.0,biznes
2015,topic_9,131.52188901795006,7.0,biznes
2016,topic_9,100.54716260422012,15.0,biznes
2017,topic_9,58.47382841628998,19.0,biznes
2018,topic_9,0.5327991355,17.0,biznes
1999,topic_10,3.2178401597,6.0,biznes
2000,topic_10,8.009768411,7.0,biznes
2001,topic_10,7.3553763637000005,8.0,biznes
2002,topic_10,13.8253554903,5.0,biznes
2003,topic_10,13.485920817059997,4.0,biznes
2004,topic_10,13.250824615,7.0,biznes
2005,topic_10,35.4343970388,7.0,biznes
2006,topic_10,36.74404656042002,9.0,biznes
2007,topic_10,16.37465590659999,16.0,biznes
2008,topic_10,17.040104209299994,17.0,biznes
2009,topic_10,16.442958244100012,17.0,biznes
2010,topic_10,26.32854535020001,13.0,biznes
2011,topic_10,22.574711137299996,12.0,biznes
2012,topic_10,20.518378414669993,10.0,biznes
2013,topic_10,4.7450199482999995,5.0,biznes
2014,topic_10,14.840633772900004,5.0,biznes
2015,topic_10,186.21220103473976,2.0,biznes
2016,topic_10,266.90930392633965,1.0,biznes
2017,topic_10,214.86564059405018,1.0,biznes
2018,topic_10,2.484685877,2.0,biznes
1999,topic_11,5.103466364999999,3.0,biznes
2000,topic_11,6.154581969999999,9.0,biznes
2001,topic_11,9.110435078999998,6.0,biznes
2002,topic_11,13.755080861,6.0,biznes
2003,topic_11,12.429863651000002,6.0,biznes
2004,topic_11,20.618083088500004,5.0,biznes
2005,topic_11,28.134450715400014,9.0,biznes
2006,topic_11,59.81287756548001,4.0,biznes
2007,topic_11,52.39850064449996,3.0,biznes
2008,topic_11,46.811812460899986,3.0,biznes
2009,topic_11,41.7588258728,7.0,biznes
2010,topic_11,54.60201411599997,3.0,biznes
2011,topic_11,36.138033128400025,6.0,biznes
2012,topic_11,25.841707685,6.0,biznes
2013,topic_11,5.497090799400001,3.0,biznes
2014,topic_11,12.8571459913,8.0,biznes
2015,topic_11,105.04732742569993,11.0,biznes
2016,topic_11,96.35811806893511,18.0,biznes
2017,topic_11,49.33761830260001,20.0,biznes
2018,topic_11,1.0616891499999999,13.0,biznes
1999,topic_12,1.7005670420000003,12.0,biznes
2000,topic_12,5.338547817000001,10.0,biznes
2001,topic_12,3.9559302954,14.0,biznes
2002,topic_12,5.921190057413001,14.0,biznes
2003,topic_12,6.7040408617,10.0,biznes
2004,topic_12,5.4863339379,16.0,biznes
2005,topic_12,12.395352245999998,16.0,biznes
2006,topic_12,18.5313071582,17.0,biznes
2007,topic_12,19.349724963499995,15.0,biznes
2008,topic_12,43.363253659200005,4.0,biznes
2009,topic_12,40.94605061389999,8.0,biznes
2010,topic_12,28.888633869400007,9.0,biznes
2011,topic_12,22.547384988100013,13.0,biznes
2012,topic_12,15.535060510000001,12.0,biznes
2013,topic_12,0.59532556,20.0,biznes
2014,topic_12,7.045002702359999,14.0,biznes
2015,topic_12,89.16523616795001,15.0,biznes
2016,topic_12,99.51068658181723,17.0,biznes
2017,topic_12,63.832356385899985,16.0,biznes
2018,topic_12,1.8044350340000002,5.0,biznes
1999,topic_13,2.1320710615,10.0,biznes
2000,topic_13,4.1856948234599995,11.0,biznes
2001,topic_13,4.698553287659999,12.0,biznes
2002,topic_13,8.257195475700001,10.0,biznes
2003,topic_13,4.474955101000001,14.0,biznes
2004,topic_13,36.035667949629996,2.0,biznes
2005,topic_13,53.65750212966,4.0,biznes
2006,topic_13,26.701869515460004,14.0,biznes
2007,topic_13,20.623529615399985,12.0,biznes
2008,topic_13,7.885826191699998,20.0,biznes
2009,topic_13,13.149419442299994,18.0,biznes
2010,topic_13,12.664901102100002,19.0,biznes
2011,topic_13,9.7575578217,19.0,biznes
2012,topic_13,13.2767595867,15.0,biznes
2013,topic_13,1.3345016960999998,19.0,biznes
2014,topic_13,11.858878907300001,9.0,biznes
2015,topic_13,64.01877342736,18.0,biznes
2016,topic_13,129.25058089438747,8.0,biznes
2017,topic_13,86.66988282440497,11.0,biznes
2018,topic_13,1.43818511,9.0,biznes
1999,topic_14,4.390547873999999,5.0,biznes
2000,topic_14,3.6815693545999997,14.0,biznes
2001,topic_14,3.5013554859999996,15.0,biznes
2002,topic_14,5.229041567099999,18.0,biznes
2003,topic_14,6.228790439999998,11.0,biznes
2004,topic_14,11.7465867981,9.0,biznes
2005,topic_14,25.951485929800004,11.0,biznes
2006,topic_14,51.833914129869996,6.0,biznes
2007,topic_14,23.2225871887,9.0,biznes
2008,topic_14,24.1169488285,11.0,biznes
2009,topic_14,36.9084726062,12.0,biznes
2010,topic_14,23.2084321768,14.0,biznes
2011,topic_14,23.040837257599996,10.0,biznes
2012,topic_14,11.775680375199997,17.0,biznes
2013,topic_14,5.048471808800001,4.0,biznes
2014,topic_14,7.655640644499999,12.0,biznes
2015,topic_14,121.29172747742007,9.0,biznes
2016,topic_14,149.95095298509995,6.0,biznes
2017,topic_14,89.30941116554001,10.0,biznes
2018,topic_14,1.5954034309999998,6.0,biznes
1999,topic_15,0.7699013704000002,20.0,biznes
2000,topic_15,8.966300748500002,5.0,biznes
2001,topic_15,9.7449287665,5.0,biznes
2002,topic_15,10.992928137799998,7.0,biznes
2003,topic_15,11.463565097499998,7.0,biznes
2004,topic_15,10.902416571199998,11.0,biznes
2005,topic_15,24.516835230499996,12.0,biznes
2006,topic_15,24.04477493493001,15.0,biznes
2007,topic_15,24.02479392140001,7.0,biznes
2008,topic_15,30.681533674399994,9.0,biznes
2009,topic_15,39.07415979640001,9.0,biznes
2010,topic_15,36.45756804124,6.0,biznes
2011,topic_15,37.89073634084,4.0,biznes
2012,topic_15,26.289046719000016,5.0,biznes
2013,topic_15,3.3304009173999995,9.0,biznes
2014,topic_15,6.5455649449,16.0,biznes
2015,topic_15,105.54234310619987,10.0,biznes
2016,topic_15,179.31090421828375,4.0,biznes
2017,topic_15,119.01857918996,5.0,biznes
2018,topic_15,1.1417738800000001,12.0,biznes
1999,topic_16,2.6706811929999996,7.0,biznes
2000,topic_16,8.099081932,6.0,biznes
2001,topic_16,19.966851941399998,4.0,biznes
2002,topic_16,37.440713577000004,1.0,biznes
2003,topic_16,19.889215128200004,3.0,biznes
2004,topic_16,18.4976186019,6.0,biznes
2005,topic_16,36.80146802476999,6.0,biznes
2006,topic_16,70.29362303016997,2.0,biznes
2007,topic_16,32.77253280905,4.0,biznes
2008,topic_16,32.83513964119998,8.0,biznes
2009,topic_16,37.2089785033,11.0,biznes
2010,topic_16,35.86656291309996,7.0,biznes
2011,topic_16,31.078170475200004,7.0,biznes
2012,topic_16,21.74245762090001,7.0,biznes
2013,topic_16,3.0757146449,12.0,biznes
2014,topic_16,6.624000917499998,15.0,biznes
2015,topic_16,91.87427671809,14.0,biznes
2016,topic_16,106.55543149221005,14.0,biznes
2017,topic_16,61.82215035813001,17.0,biznes
2018,topic_16,0.221931164,19.0,biznes
1999,topic_17,2.0979033876,11.0,biznes
2000,topic_17,7.062245173500002,8.0,biznes
2001,topic_17,7.8141228988,7.0,biznes
2002,topic_17,8.973376102800001,8.0,biznes
2003,topic_17,8.050326727199998,9.0,biznes
2004,topic_17,13.057737697400004,8.0,biznes
2005,topic_17,33.02472460152002,8.0,biznes
2006,topic_17,36.36198370799999,10.0,biznes
2007,topic_17,19.70771127023,14.0,biznes
2008,topic_17,33.1743500638,7.0,biznes
2009,topic_17,58.64197553609998,3.0,biznes
2010,topic_17,27.0746740274,12.0,biznes
2011,topic_17,27.07053075310001,8.0,biznes
2012,topic_17,18.01443865679999,11.0,biznes
2013,topic_17,1.7553356382000003,16.0,biznes
2014,topic_17,12.997186229200002,7.0,biznes
2015,topic_17,181.97006920261035,3.0,biznes
2016,topic_17,185.70851650718973,3.0,biznes
2017,topic_17,124.92040934800987,4.0,biznes
2018,topic_17,0.896702659,14.0,biznes
1999,topic_18,0.8767800389999999,19.0,biznes
2000,topic_18,1.8030234859999998,19.0,biznes
2001,topic_18,4.582229102000001,13.0,biznes
2002,topic_18,5.3134729586,17.0,biznes
2003,topic_18,1.9943043675000003,19.0,biznes
2004,topic_18,3.8233427285,19.0,biznes
2005,topic_18,8.41870525827,20.0,biznes
2006,topic_18,18.1891078624,18.0,biznes
2007,topic_18,10.623786084500003,19.0,biznes
2008,topic_18,10.754019265200004,18.0,biznes
2009,topic_18,11.727947072320001,19.0,biznes
2010,topic_18,17.09618633319999,18.0,biznes
2011,topic_18,15.5651119683,17.0,biznes
2012,topic_18,9.978891175599998,20.0,biznes
2013,topic_18,2.208856436,14.0,biznes
2014,topic_18,4.40257494,19.0,biznes
2015,topic_18,121.7384740391,8.0,biznes
2016,topic_18,147.1441758651,7.0,biznes
2017,topic_18,111.02880637349999,6.0,biznes
2018,topic_18,0.39512553699999997,18.0,biznes
1999,topic_19,1.5812717825999996,13.0,biznes
2000,topic_19,2.2812031337,17.0,biznes
2001,topic_19,1.4390199879999996,19.0,biznes
2002,topic_19,3.0418583317000008,19.0,biznes
2003,topic_19,1.4630853595,20.0,biznes
2004,topic_19,5.112081700999999,17.0,biznes
2005,topic_19,19.000555397099998,15.0,biznes
2006,topic_19,29.9053118525,13.0,biznes
2007,topic_19,12.770242649100002,17.0,biznes
2008,topic_19,20.8079367408,13.0,biznes
2009,topic_19,43.4777750486,5.0,biznes
2010,topic_19,18.14377720990001,17.0,biznes
2011,topic_19,12.278594799499997,18.0,biznes
2012,topic_19,10.856024518799996,19.0,biznes
2013,topic_19,3.4902338787999994,7.0,biznes
2014,topic_19,4.7250816103,18.0,biznes
2015,topic_19,142.27467776823994,5.0,biznes
2016,topic_19,127.67819060315291,9.0,biznes
2017,topic_19,75.32510062997005,15.0,biznes
2018,topic_19,1.46289154,8.0,biznes
1999,topic_0,0.357336944,9.0,cennosti
2000,topic_0,4.009683192,4.0,cennosti
2001,topic_0,6.917770842,4.0,cennosti
2002,topic_0,5.221125929000001,2.0,cennosti
2003,topic_0,4.049594333999999,3.0,cennosti
2004,topic_0,3.2624185489999995,5.0,cennosti
2005,topic_0,9.397520068600002,6.0,cennosti
2006,topic_0,7.957822244900001,6.0,cennosti
2007,topic_0,11.870942489799999,2.0,cennosti
2008,topic_0,18.171387956199997,1.0,cennosti
2009,topic_0,15.959501268000002,1.0,cennosti
2010,topic_0,9.433192009699999,2.0,cennosti
2011,topic_0,12.652116420999997,3.0,cennosti
2012,topic_0,16.935116371299998,3.0,cennosti
2013,topic_0,0.09107951,14.0,cennosti
2014,topic_0,0.21160199,10.0,cennosti
2015,topic_0,49.55530819439998,3.0,cennosti
2016,topic_0,122.9778207661601,10.0,cennosti
2017,topic_0,118.87537674380015,13.0,cennosti
2018,topic_0,24.716669707700003,14.0,cennosti
1999,topic_1,0.602978676,6.0,cennosti
2000,topic_1,1.187137591,12.0,cennosti
2001,topic_1,1.3145715277,11.0,cennosti
2002,topic_1,1.723936852,9.0,cennosti
2003,topic_1,2.7125662324999995,6.0,cennosti
2004,topic_1,1.124492318,9.0,cennosti
2005,topic_1,2.6003173696000013,12.0,cennosti
2006,topic_1,3.7518314229999996,11.0,cennosti
2007,topic_1,3.4144137709999995,8.0,cennosti
2008,topic_1,6.432157724,5.0,cennosti
2009,topic_1,3.3830182069999992,9.0,cennosti
2010,topic_1,2.238556445,9.0,cennosti
2011,topic_1,3.4516994850000007,10.0,cennosti
2012,topic_1,4.784219182,9.0,cennosti
2013,topic_1,0.3745908714,9.0,cennosti
2014,topic_1,0.0,20.0,cennosti
2015,topic_1,19.027870812599996,18.0,cennosti
2016,topic_1,85.5809636150899,16.0,cennosti
2017,topic_1,145.00295523169999,9.0,cennosti
2018,topic_1,21.925470027299994,15.0,cennosti
1999,topic_2,2.742489599,1.0,cennosti
2000,topic_2,6.0839375559999995,1.0,cennosti
2001,topic_2,7.505181316999998,3.0,cennosti
2002,topic_2,3.9795901379999994,5.0,cennosti
2003,topic_2,4.412787321,2.0,cennosti
2004,topic_2,4.329805272000001,4.0,cennosti
2005,topic_2,14.993994585099994,4.0,cennosti
2006,topic_2,11.761007331000002,4.0,cennosti
2007,topic_2,7.354539804999998,4.0,cennosti
2008,topic_2,9.379867730499997,4.0,cennosti
2009,topic_2,8.33461883,4.0,cennosti
2010,topic_2,6.2117427449,5.0,cennosti
2011,topic_2,7.419248959999998,5.0,cennosti
2012,topic_2,14.499193752400002,4.0,cennosti
2013,topic_2,0.863697705,4.0,cennosti
2014,topic_2,0.9432505,1.0,cennosti
2015,topic_2,42.98682153069997,8.0,cennosti
2016,topic_2,145.36352614408003,6.0,cennosti
2017,topic_2,173.01224604799376,6.0,cennosti
2018,topic_2,41.17629537710001,6.0,cennosti
1999,topic_3,0.99318528,4.0,cennosti
2000,topic_3,1.8343937903999998,6.0,cennosti
2001,topic_3,0.7676880049999999,15.0,cennosti
2002,topic_3,0.634981922,14.0,cennosti
2003,topic_3,0.248079726,18.0,cennosti
2004,topic_3,0.234252557,18.0,cennosti
2005,topic_3,256.6234573050999,1.0,cennosti
2006,topic_3,56.57946328099999,1.0,cennosti
2007,topic_3,1.402208341,13.0,cennosti
2008,topic_3,1.437751891,17.0,cennosti
2009,topic_3,1.2960743579999998,15.0,cennosti
2010,topic_3,0.237752162,20.0,cennosti
2011,topic_3,2.0293619509000003,15.0,cennosti
2012,topic_3,3.7816896849999995,11.0,cennosti
2013,topic_3,0.6761291749999999,6.0,cennosti
2014,topic_3,0.21623288,9.0,cennosti
2015,topic_3,5.2815982323,20.0,cennosti
2016,topic_3,26.160240242600004,20.0,cennosti
2017,topic_3,56.30098555418803,20.0,cennosti
2018,topic_3,7.82642086344,20.0,cennosti
1999,topic_4,0.0,20.0,cennosti
2000,topic_4,1.0190102380000001,13.0,cennosti
2001,topic_4,1.7161046034999998,10.0,cennosti
2002,topic_4,0.700863365,12.0,cennosti
2003,topic_4,0.674620727,11.0,cennosti
2004,topic_4,0.12222606542,19.0,cennosti
2005,topic_4,2.7471661322000003,11.0,cennosti
2006,topic_4,0.6968016890000001,20.0,cennosti
2007,topic_4,0.804677565,16.0,cennosti
2008,topic_4,2.25498109264,16.0,cennosti
2009,topic_4,2.44763079464,11.0,cennosti
2010,topic_4,0.9810205638,16.0,cennosti
2011,topic_4,2.9670435019999992,12.0,cennosti
2012,topic_4,3.7190315954999997,12.0,cennosti
2013,topic_4,0.0,20.0,cennosti
2014,topic_4,0.0,20.0,cennosti
2015,topic_4,56.709597749689976,2.0,cennosti
2016,topic_4,188.78376844134976,2.0,cennosti
2017,topic_4,211.54926663908003,3.0,cennosti
2018,topic_4,35.343471793599996,7.0,cennosti
1999,topic_5,0.45483121399999993,8.0,cennosti
2000,topic_5,2.256771908,5.0,cennosti
2001,topic_5,5.575113850099999,5.0,cennosti
2002,topic_5,4.24737236295,4.0,cennosti
2003,topic_5,1.879950945,7.0,cennosti
2004,topic_5,4.780108113,3.0,cennosti
2005,topic_5,4.827356911000001,7.0,cennosti
2006,topic_5,5.016531142,9.0,cennosti
2007,topic_5,3.6391072780000004,7.0,cennosti
2008,topic_5,3.9668321310000003,10.0,cennosti
2009,topic_5,5.914297211099999,7.0,cennosti
2010,topic_5,4.862824884999998,6.0,cennosti
2011,topic_5,3.7246242719,9.0,cennosti
2012,topic_5,5.14451909,7.0,cennosti
2013,topic_5,0.881916692,3.0,cennosti
2014,topic_5,0.40316349,5.0,cennosti
2015,topic_5,33.34176554379999,12.0,cennosti
2016,topic_5,160.15228562966013,3.0,cennosti
2017,topic_5,133.94784516555987,10.0,cennosti
2018,topic_5,15.202647529760004,18.0,cennosti
1999,topic_6,0.0,20.0,cennosti
2000,topic_6,0.13003198,19.0,cennosti
2001,topic_6,0.151681713,20.0,cennosti
2002,topic_6,0.31326963900000004,20.0,cennosti
2003,topic_6,0.495625474,14.0,cennosti
2004,topic_6,0.118801359,20.0,cennosti
2005,topic_6,0.6205655415,18.0,cennosti
2006,topic_6,1.8009897985,15.0,cennosti
2007,topic_6,1.039706302,15.0,cennosti
2008,topic_6,0.643689896,19.0,cennosti
2009,topic_6,0.772089323,20.0,cennosti
2010,topic_6,0.359626411,19.0,cennosti
2011,topic_6,1.8689662919999999,16.0,cennosti
2012,topic_6,2.2709642210000007,17.0,cennosti
2013,topic_6,0.0,20.0,cennosti
2014,topic_6,0.0,20.0,cennosti
2015,topic_6,48.00690987050003,4.0,cennosti
2016,topic_6,155.78409794479992,4.0,cennosti
2017,topic_6,213.92231740299988,2.0,cennosti
2018,topic_6,29.437846027000013,10.0,cennosti
1999,topic_7,1.390291776,2.0,cennosti
2000,topic_7,4.393991649999999,2.0,cennosti
2001,topic_7,8.7331318577,1.0,cennosti
2002,topic_7,10.164994330000003,1.0,cennosti
2003,topic_7,7.168510556999998,1.0,cennosti
2004,topic_7,5.484587156,1.0,cennosti
2005,topic_7,13.624136418000004,5.0,cennosti
2006,topic_7,10.916328962999996,5.0,cennosti
2007,topic_7,17.280935187500003,1.0,cennosti
2008,topic_7,14.853939031999998,2.0,cennosti
2009,topic_7,15.094135423399996,2.0,cennosti
2010,topic_7,8.601527339,4.0,cennosti
2011,topic_7,18.61765060099999,2.0,cennosti
2012,topic_7,20.4515517155,1.0,cennosti
2013,topic_7,0.759269371,5.0,cennosti
2014,topic_7,0.8761559409999999,2.0,cennosti
2015,topic_7,43.193776786000015,7.0,cennosti
2016,topic_7,138.13989160317996,7.0,cennosti
2017,topic_7,117.36010634160004,14.0,cennosti
2018,topic_7,73.24484257124999,2.0,cennosti
1999,topic_8,0.096164584,13.0,cennosti
2000,topic_8,0.456397151,18.0,cennosti
2001,topic_8,0.247461818,19.0,cennosti
2002,topic_8,0.5362245505000001,19.0,cennosti
2003,topic_8,0.28221416600000004,17.0,cennosti
2004,topic_8,0.436230404,15.0,cennosti
2005,topic_8,0.5666696122000001,19.0,cennosti
2006,topic_8,0.7814812287999999,18.0,cennosti
2007,topic_8,0.7431876119999999,17.0,cennosti
2008,topic_8,1.213790652,18.0,cennosti
2009,topic_8,0.845598235,19.0,cennosti
2010,topic_8,0.655021756,18.0,cennosti
2011,topic_8,0.5462568216,20.0,cennosti
2012,topic_8,1.474023216,18.0,cennosti
2013,topic_8,0.31636867999999996,12.0,cennosti
2014,topic_8,0.0,20.0,cennosti
2015,topic_8,43.536054437000004,6.0,cennosti
2016,topic_8,125.97009541790007,9.0,cennosti
2017,topic_8,179.46051223889987,4.0,cennosti
2018,topic_8,31.875932564400003,9.0,cennosti
1999,topic_9,0.0,20.0,cennosti
2000,topic_9,0.464810932,17.0,cennosti
2001,topic_9,1.0530512879999998,13.0,cennosti
2002,topic_9,0.6406220269999999,13.0,cennosti
2003,topic_9,0.453963208,15.0,cennosti
2004,topic_9,0.816720696,11.0,cennosti
2005,topic_9,0.511352154,20.0,cennosti
2006,topic_9,0.7713138820000001,19.0,cennosti
2007,topic_9,1.6102735249999998,12.0,cennosti
2008,topic_9,2.865184697,12.0,cennosti
2009,topic_9,1.588151489,14.0,cennosti
2010,topic_9,2.0712107007000005,11.0,cennosti
2011,topic_9,3.7844966789999983,8.0,cennosti
2012,topic_9,2.7859549739999996,14.0,cennosti
2013,topic_9,0.050914008,16.0,cennosti
2014,topic_9,0.5136779229999999,4.0,cennosti
2015,topic_9,37.932325256940025,9.0,cennosti
2016,topic_9,136.41660989690016,8.0,cennosti
2017,topic_9,159.33723677917013,7.0,cennosti
2018,topic_9,26.563943283900002,13.0,cennosti
1999,topic_10,1.1411613900000002,3.0,cennosti
2000,topic_10,4.267427275,3.0,cennosti
2001,topic_10,2.7713223040000003,9.0,cennosti
2002,topic_10,4.468989744,3.0,cennosti
2003,topic_10,4.038270969999999,4.0,cennosti
2004,topic_10,4.954889153000001,2.0,cennosti
2005,topic_10,25.44053484220001,3.0,cennosti
2006,topic_10,15.411738601499996,3.0,cennosti
2007,topic_10,9.2720341367,3.0,cennosti
2008,topic_10,12.238475136099996,3.0,cennosti
2009,topic_10,12.145083304000002,3.0,cennosti
2010,topic_10,8.876481805,3.0,cennosti
2011,topic_10,10.605238204900003,4.0,cennosti
2012,topic_10,12.708752232629998,5.0,cennosti
2013,topic_10,1.399517799,2.0,cennosti
2014,topic_10,0.093627952,12.0,cennosti
2015,topic_10,25.806367587799997,14.0,cennosti
2016,topic_10,119.12849292465002,12.0,cennosti
2017,topic_10,112.14168038170003,15.0,cennosti
2018,topic_10,32.98693401062001,8.0,cennosti
1999,topic_11,0.284502487,11.0,cennosti
2000,topic_11,1.2962748389999998,10.0,cennosti
2001,topic_11,1.175536066,12.0,cennosti
2002,topic_11,1.0215514840000002,11.0,cennosti
2003,topic_11,0.08420327,20.0,cennosti
2004,topic_11,0.289496835,17.0,cennosti
2005,topic_11,163.53920380400012,2.0,cennosti
2006,topic_11,39.848975658499995,2.0,cennosti
2007,topic_11,1.1396206856000002,14.0,cennosti
2008,topic_11,2.7684785780000003,13.0,cennosti
2009,topic_11,1.029241639,17.0,cennosti
2010,topic_11,1.299019811,14.0,cennosti
2011,topic_11,1.4632209800000002,19.0,cennosti
2012,topic_11,4.338440359000001,10.0,cennosti
2013,topic_11,1.555788426,1.0,cennosti
2014,topic_11,0.81638458,3.0,cennosti
2015,topic_11,24.380278667290003,15.0,cennosti
2016,topic_11,111.65779055640007,14.0,cennosti
